ADDRESS,SUBURB,PRICE,BEDROOMS,BATHROOMS,GARAGE,LAND_AREA,FLOOR_AREA,BUILD_YEAR,CBD_DIST,NEAREST_STN,NEAREST_STN_DIST,DATE_SOLD,POSTCODE,LATITUDE,LONGITUDE,NEAREST_SCH,NEAREST_SCH_DIST,NEAREST_SCH_RANK
10 Samos Place,Mindarie,610000,4,2,2,741,185,1993,32300,Clarkson Station,2800,"08-2019",6030,-31.69117,115.70883,YOUTH FUTURES COMMUNITY SCHOOL,1.0430278662114898,
10 Samphire Street,Ascot,1450000,5,3,2,528,392,2002,5500,Bayswater Station,2000,"09-2016",6104,-31.93594,115.91438,CHISHOLM CATHOLIC COLLEGE,3.0138854000335944,29
10 Sanctuary Drive,Bertram,385000,4,2,2,525,146,2007,32400,Kwinana Station,1100,"12-2016",6167,-32.243584,115.849431,THE KING'S COLLEGE,1.5480841271856662,
10 Sandow Green,Clarkson,307000,4,2,2,612,170,1993,33300,Clarkson Station,2600,"04-2020",6030,-31.67923,115.71391,QUINNS BAPTIST COLLEGE,0.48807289473700644,118
10 Sandstone Place,Marmion,885000,5,2,3,702,236,1986,15100,Warwick Station,3400,"09-2016",6020,-31.84563,115.76086,CARINE SENIOR HIGH SCHOOL,1.6361204052410125,47
10 Sanford Court,Heathridge,492000,4,2,5,750,156,1983,24200,Joondalup Station,2300,"06-2019",6027,-31.75636,115.7467,PRENDIVILLE CATHOLIC COLLEGE,0.6892327516736535,60
10 Sanford Court,Lockridge,395000,3,1,3,356,89,2000,11300,Success Hill Station,1500,"07-2014",6054,-31.88707,115.95122,KIARA COLLEGE,1.860967141352992,
10 Santina Place,Queens Park,399000,3,1,3,406,99,1999,9700,Queens Park Station,175,"04-2017",6107,-32.00618,115.94005,ST NORBERT COLLEGE,0.20385661612544628,42
10 Saxon Link,Aveley,510000,4,2,2,617,229,2009,22700,Woodbridge Station,12500,"07-2018",6069,-31.7792196,115.9857281,HOLY CROSS COLLEGE,1.3149574004527387,98
10 Scarlet Close,Tapping,440000,4,2,2,479,195,NULL,26800,Currambine Station,4300,"07-2018",6065,-31.7180345,115.7952648,JOSEPH BANKS SECONDARY COLLEGE,2.157105720753491,92
10 Schaffers Place,Thornlie,315000,3,1,1,774,98,1993,14000,Thornlie Station,1500,"04-2019",6108,-32.05695,115.94181,LANGFORD ISLAMIC COLLEGE,1.2886799388560914,85
10 Second Avenue,Woodbridge,790000,4,2,NULL,683,200,2002,14300,Woodbridge Station,158,"01-2017",6056,-31.89023,115.9918,GOVERNOR STIRLING SENIOR HIGH SCHOOL,0.317201078617004,130
10 Sedgman Mews,Murdoch,760000,5,2,2,701,247,1989,12600,Murdoch Station,2200,"10-2010",6150,-32.06259,115.82764,KENNEDY BAPTIST COLLEGE,1.2123509598889726,12
10 Serotina Lane,Aubin Grove,472500,4,2,2,437,235,2008,24800,Cockburn Central Station,5600,"06-2017",6164,-32.17537442,115.8589396,ATWELL COLLEGE,3.5287987960752916,129
10 Sessilis Road,Banksia Grove,315000,3,2,2,360,139,2010,28500,Clarkson Station,6000,"06-2018",6031,-31.70112525,115.8008066,JOSEPH BANKS SECONDARY COLLEGE,0.4832032941829334,92
10 Shadwell Court,Caversham,400000,4,2,NULL,514,140,1999,12500,Success Hill Station,2700,"11-2016",6055,-31.87593,115.95646,KIARA COLLEGE,2.024639412156635,
10 Shaw Place,Mount Nasura,420000,4,2,2,887,211,1972,25800,Challis Station,1800,"08-2018",6112,-32.13183,116.03124,SOWILO COMMUNITY HIGH SCHOOL,2.0199914101041636,
10 Sheathbill Court,Safety Bay,415000,4,2,2,608,205,1995,40700,Rockingham Station,3400,"07-2020",6169,-32.30094,115.72759,SAFETY BAY SENIOR HIGH SCHOOL,1.2841749356274652,136
10 Sheffield Road,Wattle Grove,440000,4,2,2,536,141,2008,13500,Madding,4900,"03-2017",6107,-32.00556462,115.9867982,REHOBOTH CHRISTIAN COLLEGE,3.016462772967651,
10 Shelduck Crescent,Bennett Springs,465000,3,2,2,602,159,2002,13100,Bassendean Station,4900,"01-2018",6063,-31.85957445,115.944483,KIARA COLLEGE,2.176865915212088,
10 Shirley Road,Walliston,412500,3,1,1,914,132,1970,20200,Madding,10200,"08-2007",6076,-31.99268,116.06776,ST BRIGID'S COLLEGE,1.5442669814601853,99
10 Sinclair Street,Rivervale,428000,3,1,2,780,99,1950,6400,Burswood Station,2400,"09-2020",6103,-31.96071,115.92536,BELMONT CITY COLLEGE,0.8799161224627123,57
10 Sion Close,Waterford,1170000,5,3,2,808,241,1989,7700,Canning Bridge Station,2300,"05-2015",6152,-32.01913902,115.8779294,CLONTARF ABORIGINAL COLLEGE,1.4703174197518587,
10 Skyline Boulevard,Whitby,430000,3,2,2,432,177,NULL,38800,Armadale Station,14200,"03-2017",6123,-32.28184417,115.9967444,COURT GRAMMAR SCHOOL,1.4495484273014292,
10 Skyros Mews,Stratton,385000,4,2,2,711,133,1995,19800,Midland Station,4900,"04-2017",6056,-31.86721,116.04349,SWAN VIEW SENIOR HIGH SCHOOL,2.2560039593693473,
10 Spargo Street,Myaree,800000,4,2,2,759,199,1962,10600,Bull Creek Station,3400,"04-2017",6154,-32.04108,115.81935,MELVILLE SENIOR HIGH SCHOOL,1.4329308971249355,61
10 Spiers Place,Middle Swan,375000,3,1,4,608,140,1990,17500,Midland Station,2700,"04-2013",6056,-31.87293,116.01902,LA SALLE COLLEGE,1.5158036230435963,53
10 Spoonbill Pass,Bennett Springs,465000,4,2,2,600,192,2000,13300,Bassendean Station,5100,"08-2016",6063,-31.85822024,115.946181,KIARA COLLEGE,2.3812797309492972,
10 Springview Circle,Bennett Springs,535000,5,2,2,652,246,2001,13400,Bassendean Station,4900,"03-2017",6063,-31.85917821,115.9491762,KIARA COLLEGE,2.428664799644024,
10 Squires Avenue,Bertram,410000,4,2,2,599,183,2006,33300,Kwinana Station,1900,"12-2015",6167,-32.251683,115.846661,THE KING'S COLLEGE,0.7750840088713074,
10 St Ives Loop,Kallaroo,905000,4,2,2,868,228,1980,21100,Whitfords Station,4400,"08-2017",6025,-31.79359,115.73591,ST MARK'S ANGLICAN COMMUNITY SCHOOL,0.8544174586298728,58
10 St Kilda Road,Rivervale,461000,3,1,3,684,117,1930,5000,Burswood Station,1300,"04-2019",6103,-31.955,115.91216,ST CLARE'S SCHOOL,1.825634331362627,
10 St Pierre Circuit,Currambine,651000,4,2,2,780,205,1995,26200,Currambine Station,1200,"07-2017",6028,-31.73531,115.74972,LAKE JOONDALUP BAPTIST COLLEGE,1.132750750310716,80
10 Staff Street,Jarrahdale,320000,2,1,1,771,93,1920,47000,Armadale Station,20900,"05-2017",6124,-32.3360096,116.0658273,COURT GRAMMAR SCHOOL,10.1777902969526,
10 Stampel Gardens,Kardinya,629000,4,2,1,690,178,1980,14100,Murdoch Station,4200,"07-2020",6163,-32.07077,115.80639,NORTH LAKE SENIOR CAMPUS,0.7567923783087359,
10 Stead Street,Maddington,240000,3,1,4,809,99,1967,17800,Gosnells Station,1500,"10-2017",6109,-32.05813,116.00078,LUMEN CHRISTI COLLEGE,1.4760335874026982,122
10 Stedman Parkway,Leeming,695000,4,2,2,750,198,1988,13800,Murdoch Station,1100,"01-2018",6149,-32.07586,115.85295,LEEMING SENIOR HIGH SCHOOL,0.35883701289464204,89
10 Stillwater Street,Southern River,505000,4,2,2,542,259,2012,19400,Thornlie Station,6500,"07-2019",6110,-32.10557014,115.9555995,PROVIDENCE CHRISTIAN COLLEGE,1.8954565067349005,38
10 Stone Court,Bibra Lake,435000,4,1,3,743,138,1986,15100,Murdoch Station,2400,"10-2020",6163,-32.08767,115.84599,LEEMING SENIOR HIGH SCHOOL,1.7519094623761748,89
10 Stormbird Loop,Currambine,510000,4,2,2,459,149,2001,26900,Currambine Station,1500,"03-2017",6028,-31.7335,115.7389,LAKE JOONDALUP BAPTIST COLLEGE,2.1758292066159286,80
10 Strand Close,Atwell,550000,4,2,2,641,199,1998,21100,Cockburn Central Station,2100,"01-2018",6164,-32.14131,115.87028,ATWELL COLLEGE,0.6483783506076904,129
10 Sulphur Cove,Stratton,270000,4,2,2,508,142,1993,19300,Midland Station,4400,"10-2018",6056,-31.86482,116.03511,SWAN CHRISTIAN COLLEGE,2.322407753557693,93
10 Sunset Place,Sorrento,760000,4,2,2,706,190,1985,16900,Greenwood Station,2500,"11-2017",6020,-31.82592,115.75918,DUNCRAIG SENIOR HIGH SCHOOL,0.8741149301438389,32
10 Suttor Street,Brabham,457000,3,2,2,321,195,NULL,17300,Guildford Station,7900,"09-2017",6055,-31.82776853,115.9680174,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,4.06657430189441,53
10 Swanson Way,Secret Harbour,420000,4,2,2,694,194,2001,51400,Warnbro Station,9000,"02-2019",6173,-32.40714,115.76697,COMET BAY COLLEGE,1.0334242525399826,35
10 Syros Court,Mindarie,920000,4,3,2,324,264,2015,33100,Clarkson Station,3500,"10-2019",6030,-31.686837,115.701746,MINDARIE SENIOR COLLEGE,1.1697042788526608,111
10 Tamarine Way,Swan View,325000,3,1,1,702,98,1980,20100,Midland Station,5100,"01-2017",6056,-31.87558,116.05113,SWAN VIEW SENIOR HIGH SCHOOL,1.4710355269222823,
10 Tambelyn Street,Clarkson,315000,3,2,2,40533,103,2007,31200,Clarkson Station,548,"11-2020",6030,-31.69299786,115.7330128,YOUTH FUTURES COMMUNITY SCHOOL,1.263518804914076,
10 Tanglewood Way,Currambine,850000,4,3,2,966,242,2000,26000,Currambine Station,1300,"07-2020",6028,-31.73682,115.75146,LAKE JOONDALUP BAPTIST COLLEGE,0.9450603705292587,80
10 Tanson Street,Attadale,2250000,5,3,2,893,470,2008,9300,Vic,4700,"08-2017",6156,-32.02142,115.80378,SANTA MARIA COLLEGE,0.8127252573158064,10
10 Tarup Place,Hillman,265000,4,1,1,698,150,1971,37600,Rockingham Station,1100,"10-2011",6168,-32.28066,115.76449,KOLBE CATHOLIC COLLEGE,0.9919741027160143,97
10 Tarwhine Place,Golden Bay,514000,4,2,1,2039,243,1989,54300,Mandurah Station,10600,"12-2019",6174,-32.43213,115.75439,COMET BAY COLLEGE,1.9876077764242799,35
10 Taxal Close,Carine,945000,4,2,2,699,167,1979,14000,Warwick Station,2200,"10-2019",6020,-31.8489,115.77385,CARINE SENIOR HIGH SCHOOL,0.4932952721012254,47
10 TENELLA Road,Dayton,495000,3,2,2,440,174,2014,15700,East Guildford Station,4900,"08-2015",6055,-31.85249079,115.9767996,SWAN CHRISTIAN COLLEGE,3.36507745977742,93
10 Tenement Loop,Hocking,547000,4,2,4,749,205,2004,20400,Edgewater Station,3000,"08-2020",6065,-31.77374,115.81074,ALTA-1,1.3164540987359081,
10 Teraglin Vista,Yanchep,640000,4,2,3,733,252,NULL,48500,Butler Station,10300,"09-2018",6035,-31.56041,115.63586,YANCHEP SECONDARY COLLEGE,1.1332558147572998,
10 Terrex Rise,Merriwa,360000,4,2,2,610,106,1990,33900,Clarkson Station,3100,"08-2017",6030,-31.67414,115.71207,QUINNS BAPTIST COLLEGE,0.2885112566263134,118
10 The Circle,Warwick,580000,3,2,2,536,128,2001,13200,Warwick Station,1300,"04-2015",6024,-31.84075,115.80941,WARWICK SENIOR HIGH SCHOOL,0.6137959295102358,
10 The Fairway,Jandakot,780000,4,2,2,526,314,2005,17700,Cockburn Central Station,1600,"12-2014",6164,-32.11093,115.85424,LAKELAND SENIOR HIGH SCHOOL,0.8117075983336026,
10 The Getaway,Gooseberry Hill,1070000,3,1,NULL,2693,273,NULL,17300,Midland Station,8500,"01-2020",6076,-31.95996,116.04164,KALAMUNDA SENIOR HIGH SCHOOL,2.4201863418512737,107
10 The Lane,Churchlands,1220000,4,2,2,1048,246,1984,7000,Glendalough Station,2800,"04-2018",6018,-31.92036811,115.7942632,CHURCHLANDS SENIOR HIGH SCHOOL,0.5291415524364954,22
10 The Lanterns,Carine,950000,5,3,4,764,289,1992,13100,Warwick Station,2600,"05-2018",6020,-31.85848948,115.7747566,CARINE SENIOR HIGH SCHOOL,0.6195291791094816,47
10 Thetis Place,Cooloongup,215000,3,1,1,685,98,1978,39400,Rockingham Station,939,"11-2019",6168,-32.29428,115.75261,SAFETY BAY SENIOR HIGH SCHOOL,1.4840466841795605,136
10 Third Avenue,Woodbridge,600000,2,1,1,607,149,1935,14200,Woodbridge Station,201,"12-2013",6056,-31.8904,115.99076,GOVERNOR STIRLING SENIOR HIGH SCHOOL,0.24597366549246663,130
10 Tillbrook Street,Glen Forrest,800000,4,2,2,1824,248,1988,22800,Midland Station,9400,"09-2013",6071,-31.91500034,116.0966602,HELENA COLLEGE,0.9718591353767337,78
10 Tindale Crest,Aveley,335000,3,2,2,300,135,2008,21800,Woodbridge Station,11500,"08-2019",6069,-31.788384,115.984451,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,0.6697356440118178,53
10 Tintern Road,Ashby,415000,4,2,2,651,201,2006,24600,Joondalup Station,3300,"08-2019",6065,-31.73702,115.8009,WANNEROO SECONDARY COLLEGE,2.6822223945919994,131
10 Tobruk Lane,Dianella,655000,4,2,4,584,216,1994,9000,Mount Lawley Station,7000,"11-2019",6059,-31.87198,115.87297,ST ANDREW'S GRAMMAR,0.13916800322766454,
10 Tokara Avenue,Henley Brook,450000,3,2,2,579,140,2005,20100,East Guildford Station,10800,"01-2014",6055,-31.79955,115.97202,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,1.3955434594822196,53
10 Tolbury Retreat,Kiara,420000,4,2,2,448,170,1995,11100,Bassendean Station,2300,"10-2008",6054,-31.88276,115.943,KIARA COLLEGE,0.9516800475441258,
10 Tomago Way,Merriwa,415000,4,2,2,500,121,2003,35500,Butler Station,2800,"09-2015",6030,-31.65979,115.70871,ALKIMOS BAPTIST COLLEGE,0.15136941732098524,
10 Tonkin Street,Mundijong,400000,3,1,3,994,127,1973,39200,Armadale Station,15100,"01-2015",6123,-32.28729487,115.9876298,COURT GRAMMAR SCHOOL,1.9915168410423403,
10 Tonrita Place,Wanneroo,450000,3,1,1,725,135,1976,22600,Edgewater Station,2900,"11-2020",6065,-31.75466,115.8016,WANNEROO SECONDARY COLLEGE,1.3290196163201953,131
10 Toovey Court,Padbury,680000,4,2,2,465,228,2004,17100,Greenwood Station,728,"12-2017",6025,-31.81599,115.77566,ST STEPHEN'S SCHOOL,0.5960303396318117,31
10 Topeka Place,Wanneroo,370000,3,1,3,500,129,NULL,22000,Edgewater Station,3100,"06-2019",6065,-31.7593859,115.8083204,WANNEROO SECONDARY COLLEGE,0.6658469145970031,131
10 Torquay Pass,Mindarie,720000,4,3,2,317,254,2005,32500,Clarkson Station,3100,"10-2020",6030,-31.6916061,115.7049561,YOUTH FUTURES COMMUNITY SCHOOL,1.4107626490609066,
10 Torridge Approach,Piara Waters,640000,4,2,2,540,217,2013,21500,Cockburn Central Station,5300,"10-2020",6112,-32.14136275,115.9115213,CAREY BAPTIST COLLEGE,4.010685190823545,62
10 Tranby Way,Bertram,390000,4,2,2,529,153,2003,33000,Kwinana Station,1500,"06-2017",6167,-32.24824558,115.8450503,THE KING'S COLLEGE,0.8857999507701539,
10 Traverse Road,Mullaloo,547500,3,1,4,706,115,1984,21800,Edgewater Station,2600,"10-2018",6027,-31.77817,115.75234,BELRIDGE SECONDARY COLLEGE,1.3416136390813216,102
10 Treetop Way,Mount Helena,590000,4,2,3,2006,233,2004,35400,Midland Station,21000,"12-2019",6082,-31.86987082,116.2212541,EASTERN HILLS SENIOR HIGH SCHOOL,0.46884412464852654,105
10 Troy Terrace,Daglish,262500,2,2,1,618,246,1930,4700,Daglish Station,381,"05-2011",6008,-31.9532,115.80931,SHENTON COLLEGE,0.9361711406658842,14
10 Tug Cove,Merriwa,315000,3,2,2,488,101,2005,33900,Clarkson Station,2800,"05-2016",6030,-31.6729,115.71708,QUINNS BAPTIST COLLEGE,0.7471112942495045,118
10 Turnstone Glade,Bennett Springs,555000,4,2,2,544,272,NULL,12900,Ashfield Station,6200,"03-2016",6063,-31.85716762,115.9363909,KIARA COLLEGE,2.2592466303003467,
10 Turtledove Grove,East Cannington,645000,5,2,3,744,257,2008,11800,Beckenham Station,2600,"10-2015",6107,-32.00236,115.96866,ST NORBERT COLLEGE,2.6801607895216684,42
10 Turton Place,Quinns Rocks,455000,4,2,2,599,145,1996,35400,Butler Station,3200,"06-2018",6030,-31.66365,115.70173,ALKIMOS BAPTIST COLLEGE,0.8810697663122029,
10 Ufton Street,Gwelup,1325000,4,3,2,730,497,2007,10600,Stirling Station,2400,"06-2015",6018,-31.87442326,115.7947488,BALCATTA SENIOR HIGH SCHOOL,1.6569113947723766,135
10 Ullapool Place,Seville Grove,275000,4,2,2,508,143,2010,23000,Challis Station,2500,"07-2019",6112,-32.12780451,115.9864945,CECIL ANDREWS COLLEGE,1.5727215968663166,139
10 Ulysses Street,Success,520000,4,2,2,612,225,2006,22900,Cockburn Central Station,3800,"07-2020",6164,-32.158029,115.847566,ATWELL COLLEGE,2.210877317731967,129
10 Valley View Road,Roleystone,675000,5,2,8,2002,285,2008,27000,Kelmscott Station,5800,"06-2017",6111,-32.11172327,116.0748069,KELMSCOTT SENIOR HIGH SCHOOL,6.103279064339108,113
10 Valli Link,Byford,325000,4,2,2,524,171,2010,31600,Armadale Station,5800,"10-2020",6122,-32.20576076,116.0092958,BYFORD SECONDARY COLLEGE,2.085765829818741,116
10 Ventura Court,Willetton,625000,3,1,2,720,131,1980,11000,Bull Creek Station,4500,"12-2019",6155,-32.04379,115.90125,LYNWOOD SENIOR HIGH SCHOOL,1.4184261703495684,96
10 Vermilion Boulevard,Hilbert,850000,6,2,2,2185,291,2008,28100,Armadale Station,3900,"11-2015",6112,-32.18007635,115.9863548,DALE CHRISTIAN SCHOOL,2.5857190308440443,
10 Victoria Road,West Swan,627500,4,1,3,3952,145,1974,16000,Woodbridge Station,3400,"03-2013",6055,-31.861,115.99036,SWAN CHRISTIAN COLLEGE,2.0431625270578384,93
10 Victoria Street,Guildford,2100000,5,2,5,4641,298,1998,12000,Guildford Station,233,"04-2013",6055,-31.89784,115.96803,GUILDFORD GRAMMAR SCHOOL,1.375742399756013,52
10 View Avenue,Langford,355000,3,1,1,692,90,1977,12200,Thornlie Station,1600,"08-2017",6147,-32.03612291,115.9417476,LANGFORD ISLAMIC COLLEGE,1.1865402188710956,85
10 Villandry Street,Landsdale,650000,5,2,2,484,220,2012,15800,Greenwood Station,8500,"04-2018",6065,-31.81047442,115.8725748,LANDSDALE CHRISTIAN SCHOOL,0.6546638349973262,
10 Vista Drive,Parkerville,555000,4,2,2,1803,166,NULL,28800,Midland Station,14100,"08-2014",6081,-31.87152,116.1483,MUNDARING CHRISTIAN COLLEGE,4.272325343165655,
10 Vitesse Approach,Shoalwater,445000,4,2,2,522,200,NULL,40200,Rockingham Station,4200,"02-2017",6169,-32.29270517,115.7166756,ROCKINGHAM SENIOR HIGH SCHOOL,1.970692361949314,
10 Vitis Chase,Ashby,495000,4,2,2,273,124,2014,25300,Joondalup Station,3800,"06-2014",6065,-31.72917472,115.8035025,WANNEROO SECONDARY COLLEGE,3.3767540538742944,131
10 Volcans Mews,Port Kennedy,395000,4,2,2,680,179,1998,46200,Warnbro Station,3800,"12-2018",6172,-32.35687,115.74855,WARNBRO COMMUNITY HIGH SCHOOL,1.6006483496233845,
10 Volunteer Place,Ocean Reef,1050000,4,3,2,961,256,2009,25200,Joondalup Station,3500,"10-2017",6027,-31.75382484,115.7315275,PRENDIVILLE CATHOLIC COLLEGE,0.7773703525151165,60
10 Wade Street,Embleton,449000,3,1,2,519,92,1962,7600,Bayswater Station,2100,"08-2015",6062,-31.89940193,115.9104341,JOHN FORREST SECONDARY COLLEGE,1.04534345716096,74
10 Wah Court,Atwell,477500,4,2,2,527,155,2000,20800,Cockburn Central Station,1700,"05-2017",6164,-32.13927,115.86601,ATWELL COLLEGE,0.5500730789545818,129
10 Wakelin Close,Woodvale,800000,4,2,2,763,280,1992,20000,Edgewater Station,1600,"06-2018",6026,-31.78144,115.79185,WOODVALE SECONDARY COLLEGE,1.3355580661075512,77
10 Walbrook Mews,Landsdale,570000,4,2,2,701,250,1998,16800,Whitfords Station,7200,"04-2020",6065,-31.80169,115.8584,LANDSDALE CHRISTIAN SCHOOL,1.004834849401605,
10 Wanstead Vista,Bertram,371500,3,2,2,338,165,NULL,33200,Kwinana Station,1700,"01-2016",6167,-32.249729,115.835951,THE KING'S COLLEGE,0.5967320357182336,
10 Wareana Street,Menora,965000,3,1,1,701,477,1969,4400,Mount Lawley Station,3000,"11-2010",6050,-31.91242,115.86244,MOUNT LAWLEY SENIOR HIGH SCHOOL,1.1978698767917422,20
10 Warrior Pass,Bertram,225000,3,2,2,351,131,NULL,32900,Kwinana Station,1400,"05-2020",6167,-32.24788,115.84568,THE KING'S COLLEGE,0.9550305843542843,
10 Waterford Avenue,Waterford,820000,4,2,2,823,269,1994,7300,Canning Bridge Station,2900,"08-2018",6152,-32.01353,115.88686,CLONTARF ABORIGINAL COLLEGE,0.6225768013902911,
10 Watershed Way,Pearsall,449500,3,2,2,400,150,2015,19100,Edgewater Station,4600,"08-2017",6065,-31.78272549,115.8259378,ALTA-1,1.2294602963617929,
10 Waterside Pass,Byford,660000,4,2,4,2330,234,1994,34000,Armadale Station,8100,"09-2018",6122,-32.22677,116.01684,BYFORD SECONDARY COLLEGE,1.4558904147042462,116
10 Wattle Court,Bibra Lake,535000,4,2,1,729,176,1986,17000,Cockburn Central Station,3900,"04-2016",6163,-32.10228,115.82595,PERTH WALDORF SCHOOL,1.3674355905085982,
10 Wattle Road,Serpentine,640000,3,2,3,4059,150,2006,49000,Warnbro Station,20300,"07-2020",6125,-32.38099003,115.9745423,COURT GRAMMAR SCHOOL,12.482936323183809,
10 Waverley Street,South Perth,1950000,4,2,2,412,272,2012,3400,McIver Station,3400,"09-2018",6151,-31.98208607,115.8653011,WESLEY COLLEGE,0.24438494257689067,37
10 Waylen Square,Beeliar,555000,4,2,2,603,180,2001,20900,Cockburn Central Station,5700,"11-2016",6164,-32.13259,115.79835,DIVINE MERCY COLLEGE,2.6748891142965205,
10 Weetman Road,Hammond Park,370000,3,2,2,290,131,2013,24300,Cockburn Central Station,5100,"09-2017",6164,-32.1704276,115.8479902,ATWELL COLLEGE,3.314159672075543,129
10 Weldon Way,City Beach,1510000,4,2,2,993,254,1973,9600,Glendalough Station,5500,"05-2018",6015,-31.91981,115.76512,HALE SCHOOL,1.9489469057108633,6
10 Weller Road,Hovea,702000,4,2,4,17623,267,1978,26100,Midland Station,12000,"12-2008",6071,-31.8989689,116.1276614,HELENA COLLEGE,3.5486030793258654,78
10 Wells Court,Noranda,535000,4,2,2,715,172,1987,10100,Bayswater Station,4800,"02-2019",6062,-31.87501,115.91584,KIARA COLLEGE,1.8393196013093773,
10 Welsh Glen,Glen Forrest,705000,4,2,2,4022,228,1999,24100,Midland Station,10200,"10-2014",6071,-31.90431,116.10753,HELENA COLLEGE,1.5594251040454181,78
10 Wendowie Place,Serpentine,400000,3,1,2,1107,111,1990,46800,Armadale Station,23300,"07-2015",6125,-32.36062,115.97707,COURT GRAMMAR SCHOOL,10.205446477672629,
10 Westerly Crescent,Heathridge,455000,3,1,2,694,92,1983,23600,Joondalup Station,1500,"03-2017",6027,-31.75727631,115.7609107,BELRIDGE SECONDARY COLLEGE,1.4736030946650855,102
10 Westerway Terrace,North Lake,815000,4,2,NULL,647,293,2001,14700,Murdoch Station,2000,"05-2009",6163,-32.0841,115.84441,LEEMING SENIOR HIGH SCHOOL,1.5478036198095075,89
10 Westfield Road,Kelmscott,300000,3,1,2,1037,150,1961,22800,Kelmscott Station,290,"03-2018",6111,-32.11121934,116.0116979,JOHN WOLLASTON ANGLICAN COMMUNITY SCHOOL,0.8088129569282491,40
10 White Gum Drive,Jane Brook,497500,4,2,2,546,139,1998,20600,Midland Station,5700,"11-2014",6056,-31.8635,116.05074,SWAN VIEW SENIOR HIGH SCHOOL,2.7350330418788347,
10 Whitehall Road,Hazelmere,550000,2,1,2,1811,111,1984,13400,Woodbridge Station,1700,"10-2007",6055,-31.90706,115.98985,GUILDFORD GRAMMAR SCHOOL,1.631970029433132,52
10 Whitehart Entrance,Aveley,504000,5,2,2,627,265,2008,22000,Woodbridge Station,11800,"07-2019",6069,-31.78552,115.984409,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,0.986520140646469,53
10 Whitehouse Drive,Koondoola,425000,3,1,2,692,120,1976,11800,Warwick Station,6100,"02-2014",6064,-31.84609,115.86082,MERCY COLLEGE,0.33449236686767525,46
