Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed
12336,29-05-2021 01:00,05-28-2021 23:00,29-05-2021 18:13,Ahmedabad,545,FIREARM OFFENSE,61,F,Firearm,Fire Accident,9,No,
12337,30-05-2021 04:00,05-29-2021 00:00,29-05-2021 12:55,Mumbai,131,SHOPLIFTING,53,F,Knife,Other Crime,6,Yes,28-06-2021 04:00
12338,30-05-2021 17:00,05-29-2021 01:00,29-05-2021 22:27,Vasai,223,VEHICLE - STOLEN,76,M,Knife,Violent Crime,1,No,
12339,29-05-2021 22:00,05-29-2021 02:00,29-05-2021 13:45,Mumbai,120,HOMICIDE,59,F,Blunt Object,Other Crime,12,Yes,15-11-2022 22:00
12340,31-05-2021 00:00,05-29-2021 03:00,29-05-2021 18:23,Mumbai,400,DOMESTIC VIOLENCE,33,F,Explosives,Violent Crime,12,No,
12341,30-05-2021 18:00,05-29-2021 04:00,29-05-2021 16:03,Lucknow,422,FIREARM OFFENSE,72,M,Poison,Fire Accident,1,No,
12342,31-05-2021 21:00,05-29-2021 05:00,29-05-2021 08:54,Kolkata,422,PUBLIC INTOXICATION,14,F,Blunt Object,Other Crime,7,Yes,13-06-2021 21:00
12343,29-05-2021 18:00,05-29-2021 06:00,29-05-2021 23:52,Delhi,313,ARSON,75,F,Explosives,Fire Accident,10,No,
12344,31-05-2021 11:00,05-29-2021 07:00,30-05-2021 04:59,Ghaziabad,187,FRAUD,51,F,None,Other Crime,14,No,
12345,29-05-2021 10:00,05-29-2021 08:00,30-05-2021 05:22,Thane,342,PUBLIC INTOXICATION,11,M,None,Other Crime,19,No,
12346,29-05-2021 20:00,05-29-2021 09:00,30-05-2021 05:49,Bhopal,414,PUBLIC INTOXICATION,53,M,Firearm,Other Crime,5,Yes,17-06-2021 20:00
12347,29-05-2021 21:00,05-29-2021 10:00,30-05-2021 05:10,Bangalore,433,VANDALISM,13,M,Other,Other Crime,10,No,
12348,29-05-2021 12:00,05-29-2021 11:00,29-05-2021 12:28,Lucknow,228,CYBERCRIME,74,F,Firearm,Other Crime,18,Yes,26-06-2021 12:00
12349,30-05-2021 02:00,05-29-2021 12:00,30-05-2021 02:00,Pune,452,KIDNAPPING,39,F,Explosives,Other Crime,2,No,
12350,30-05-2021 08:00,05-29-2021 13:00,29-05-2021 15:59,Kolkata,383,SHOPLIFTING,53,F,Explosives,Other Crime,13,Yes,09-08-2021 08:00
12351,31-05-2021 06:00,05-29-2021 14:00,30-05-2021 13:01,Bangalore,149,SEXUAL ASSAULT,23,F,Blunt Object,Violent Crime,15,No,
12352,30-05-2021 03:00,05-29-2021 15:00,30-05-2021 05:02,Kolkata,373,ILLEGAL POSSESSION,32,F,None,Other Crime,10,No,
12353,29-05-2021 19:00,05-29-2021 16:00,29-05-2021 16:35,Pune,294,IDENTITY THEFT,17,M,Poison,Violent Crime,17,No,
12354,31-05-2021 19:00,05-29-2021 17:00,30-05-2021 07:34,Pune,137,ARSON,41,F,Knife,Fire Accident,6,No,
12355,31-05-2021 09:00,05-29-2021 18:00,30-05-2021 07:11,Delhi,116,KIDNAPPING,32,F,Poison,Other Crime,8,Yes,14-07-2021 09:00
12356,31-05-2021 08:00,05-29-2021 19:00,30-05-2021 07:20,Chennai,232,HOMICIDE,21,M,Other,Other Crime,9,Yes,17-08-2022 08:00
12357,31-05-2021 18:00,05-29-2021 20:00,30-05-2021 02:46,Chennai,514,TRAFFIC VIOLATION,63,F,Knife,Traffic Fatality,8,Yes,07-06-2021 18:00
12358,30-05-2021 23:00,05-29-2021 21:00,30-05-2021 10:46,Thane,299,SHOPLIFTING,14,M,Firearm,Other Crime,5,Yes,16-07-2021 23:00
12359,30-05-2021 17:00,05-29-2021 22:00,30-05-2021 12:02,Kolkata,517,VEHICLE - STOLEN,22,F,Knife,Violent Crime,17,No,
12360,30-05-2021 15:00,05-29-2021 23:00,29-05-2021 23:33,Lucknow,443,SEXUAL ASSAULT,60,M,Other,Violent Crime,15,No,
12361,30-05-2021 14:00,05-30-2021 00:00,30-05-2021 13:12,Chennai,227,ASSAULT,78,F,Firearm,Violent Crime,19,Yes,12-06-2021 14:00
12362,30-05-2021 02:00,05-30-2021 01:00,30-05-2021 15:12,Kolkata,142,KIDNAPPING,54,M,Explosives,Other Crime,9,No,
12363,01-06-2021 20:00,05-30-2021 02:00,30-05-2021 21:05,Mumbai,397,PUBLIC INTOXICATION,37,F,Poison,Other Crime,19,No,
12364,30-05-2021 04:00,05-30-2021 03:00,30-05-2021 16:34,Thane,310,SHOPLIFTING,26,M,Knife,Other Crime,6,No,
12365,01-06-2021 19:00,05-30-2021 04:00,30-05-2021 05:27,Kalyan,419,ILLEGAL POSSESSION,52,M,Poison,Other Crime,9,Yes,23-06-2021 19:00
12366,01-06-2021 17:00,05-30-2021 05:00,30-05-2021 10:45,Hyderabad,538,COUNTERFEITING,67,M,Explosives,Other Crime,7,Yes,16-06-2021 17:00
12367,31-05-2021 04:00,05-30-2021 06:00,30-05-2021 19:14,Mumbai,197,ILLEGAL POSSESSION,26,M,Explosives,Other Crime,18,No,
12368,30-05-2021 09:00,05-30-2021 07:00,31-05-2021 03:28,Mumbai,122,ROBBERY,34,M,None,Violent Crime,8,No,
12369,30-05-2021 19:00,05-30-2021 08:00,30-05-2021 14:29,Lucknow,319,DOMESTIC VIOLENCE,29,M,Firearm,Violent Crime,12,Yes,26-08-2021 19:00
12370,01-06-2021 09:00,05-30-2021 09:00,31-05-2021 04:50,Mumbai,506,TRAFFIC VIOLATION,42,F,Other,Traffic Fatality,18,Yes,30-06-2021 09:00
12371,31-05-2021 11:00,05-30-2021 10:00,31-05-2021 02:31,Delhi,540,CYBERCRIME,33,M,None,Other Crime,15,No,
12372,02-06-2021 04:00,05-30-2021 11:00,30-05-2021 21:02,Pune,416,EXTORTION,76,F,Explosives,Other Crime,1,Yes,19-06-2021 04:00
12373,30-05-2021 17:00,05-30-2021 12:00,30-05-2021 20:11,Thane,331,EXTORTION,25,F,Explosives,Other Crime,11,Yes,08-08-2021 17:00
12374,30-05-2021 20:00,05-30-2021 13:00,31-05-2021 06:54,Chennai,424,TRAFFIC VIOLATION,60,M,Explosives,Traffic Fatality,13,No,
12375,31-05-2021 05:00,05-30-2021 14:00,31-05-2021 12:08,Pune,471,CYBERCRIME,64,F,Poison,Other Crime,18,No,
12376,31-05-2021 14:00,05-30-2021 15:00,31-05-2021 00:50,Surat,205,SEXUAL ASSAULT,16,F,Poison,Violent Crime,11,Yes,13-04-2023 14:00
12377,31-05-2021 17:00,05-30-2021 16:00,30-05-2021 21:35,Hyderabad,383,HOMICIDE,45,F,Knife,Other Crime,4,Yes,08-02-2023 17:00
12378,31-05-2021 20:00,05-30-2021 17:00,30-05-2021 22:16,Bangalore,466,PUBLIC INTOXICATION,58,F,Knife,Other Crime,6,No,
12379,02-06-2021 03:00,05-30-2021 18:00,31-05-2021 13:22,Srinagar,307,SEXUAL ASSAULT,64,F,Explosives,Violent Crime,15,Yes,10-05-2022 03:00
12380,02-06-2021 05:00,05-30-2021 19:00,30-05-2021 20:23,Bangalore,446,TRAFFIC VIOLATION,25,F,Other,Traffic Fatality,2,No,
12381,02-06-2021 06:00,05-30-2021 20:00,31-05-2021 10:13,Surat,249,TRAFFIC VIOLATION,51,F,Explosives,Traffic Fatality,14,No,
12382,02-06-2021 07:00,05-30-2021 21:00,31-05-2021 13:54,Delhi,516,CYBERCRIME,38,M,Poison,Other Crime,17,No,
12383,02-06-2021 02:00,05-30-2021 22:00,31-05-2021 01:01,Kanpur,334,ILLEGAL POSSESSION,41,F,Blunt Object,Other Crime,17,Yes,20-08-2021 02:00
12384,31-05-2021 10:00,05-30-2021 23:00,31-05-2021 10:26,Chennai,149,ROBBERY,25,F,Blunt Object,Violent Crime,9,No,
12385,31-05-2021 02:00,05-31-2021 00:00,31-05-2021 01:51,Mumbai,429,COUNTERFEITING,64,M,Firearm,Other Crime,12,Yes,29-07-2021 02:00
12386,31-05-2021 12:00,05-31-2021 01:00,31-05-2021 07:07,Chennai,462,FRAUD,68,F,Explosives,Other Crime,3,Yes,12-06-2021 12:00
12387,01-06-2021 15:00,05-31-2021 02:00,31-05-2021 14:03,Delhi,118,DRUG OFFENSE,26,F,Explosives,Other Crime,16,No,
12388,02-06-2021 19:00,05-31-2021 03:00,31-05-2021 14:42,Delhi,303,COUNTERFEITING,55,F,Explosives,Other Crime,13,Yes,24-07-2021 19:00
12389,02-06-2021 14:00,05-31-2021 04:00,31-05-2021 18:33,Kolkata,555,FRAUD,10,F,Poison,Other Crime,1,No,
12390,02-06-2021 00:00,05-31-2021 05:00,01-06-2021 01:10,Nagpur,418,DOMESTIC VIOLENCE,24,F,Other,Violent Crime,5,No,
12391,01-06-2021 10:00,05-31-2021 06:00,31-05-2021 11:28,Agra,290,FIREARM OFFENSE,16,F,Firearm,Fire Accident,18,Yes,24-08-2021 10:00
12392,01-06-2021 22:00,05-31-2021 07:00,31-05-2021 11:34,Lucknow,103,DRUG OFFENSE,30,F,Firearm,Other Crime,18,Yes,21-07-2021 22:00
12393,01-06-2021 12:00,05-31-2021 08:00,31-05-2021 19:45,Chennai,100,PUBLIC INTOXICATION,37,F,Blunt Object,Other Crime,1,No,
12394,02-06-2021 21:00,05-31-2021 09:00,31-05-2021 20:53,Mumbai,358,ILLEGAL POSSESSION,50,F,Knife,Other Crime,4,Yes,20-06-2021 21:00
12395,01-06-2021 06:00,05-31-2021 10:00,31-05-2021 22:41,Chennai,437,HOMICIDE,74,F,Firearm,Other Crime,15,Yes,22-04-2023 06:00
12396,02-06-2021 01:00,05-31-2021 11:00,31-05-2021 20:45,Delhi,537,ILLEGAL POSSESSION,38,M,Knife,Other Crime,9,No,
12397,02-06-2021 22:00,05-31-2021 12:00,31-05-2021 12:21,Delhi,243,FRAUD,36,M,Other,Other Crime,3,No,
12398,01-06-2021 20:00,05-31-2021 13:00,01-06-2021 12:30,Surat,346,HOMICIDE,77,F,Knife,Other Crime,1,No,
12399,01-06-2021 22:00,05-31-2021 14:00,31-05-2021 14:35,Ludhiana,225,COUNTERFEITING,41,F,Explosives,Other Crime,18,No,
12400,02-06-2021 21:00,05-31-2021 15:00,31-05-2021 22:59,Thane,444,VANDALISM,59,F,Knife,Other Crime,18,Yes,19-07-2021 21:00
12401,03-06-2021 05:00,05-31-2021 16:00,31-05-2021 22:56,Delhi,293,CYBERCRIME,39,F,Blunt Object,Other Crime,16,Yes,10-06-2021 05:00
12402,01-06-2021 17:00,05-31-2021 17:00,31-05-2021 21:50,Bangalore,476,EXTORTION,44,F,Other,Other Crime,12,Yes,24-08-2021 17:00
12403,01-06-2021 23:00,05-31-2021 18:00,31-05-2021 20:57,Rajkot,226,COUNTERFEITING,37,F,None,Other Crime,6,No,
12404,02-06-2021 17:00,05-31-2021 19:00,01-06-2021 05:02,Delhi,511,SEXUAL ASSAULT,45,F,Firearm,Violent Crime,11,Yes,09-02-2022 17:00
12405,03-06-2021 05:00,05-31-2021 20:00,01-06-2021 04:45,Visakhapatnam,263,FRAUD,60,M,Firearm,Other Crime,18,Yes,26-08-2021 05:00
12406,01-06-2021 02:00,05-31-2021 21:00,31-05-2021 23:45,Kolkata,412,KIDNAPPING,38,F,Explosives,Other Crime,10,No,
12407,03-06-2021 12:00,05-31-2021 22:00,01-06-2021 05:28,Nashik,562,VANDALISM,47,F,Knife,Other Crime,9,No,
12408,01-06-2021 13:00,05-31-2021 23:00,01-06-2021 17:26,Bangalore,460,VANDALISM,65,F,Knife,Other Crime,17,Yes,08-06-2021 13:00
12409,03-06-2021 02:00,06-01-2021 00:00,01-06-2021 23:49,Bangalore,292,IDENTITY THEFT,18,F,Firearm,Violent Crime,9,Yes,18-07-2021 02:00
12410,03-06-2021 06:00,06-01-2021 01:00,01-06-2021 04:17,Nashik,278,TRAFFIC VIOLATION,77,M,Firearm,Traffic Fatality,4,Yes,28-06-2021 06:00
12411,03-06-2021 11:00,06-01-2021 02:00,01-06-2021 11:33,Faridabad,258,CYBERCRIME,67,F,Blunt Object,Other Crime,14,Yes,06-08-2021 11:00
12412,02-06-2021 11:00,06-01-2021 03:00,01-06-2021 10:51,Delhi,500,ARSON,54,F,None,Fire Accident,17,No,
12413,03-06-2021 04:00,06-01-2021 04:00,01-06-2021 06:46,Delhi,585,VANDALISM,17,M,Explosives,Other Crime,17,Yes,30-06-2021 04:00
12414,03-06-2021 02:00,06-01-2021 05:00,02-06-2021 03:04,Hyderabad,594,VEHICLE - STOLEN,70,F,Firearm,Violent Crime,15,Yes,09-08-2021 02:00
12415,03-06-2021 11:00,06-01-2021 06:00,02-06-2021 01:02,Mumbai,153,SHOPLIFTING,39,F,Firearm,Other Crime,4,Yes,02-08-2021 11:00
12416,04-06-2021 06:00,06-01-2021 07:00,02-06-2021 02:25,Bhopal,327,ILLEGAL POSSESSION,10,F,Blunt Object,Other Crime,12,Yes,07-08-2021 06:00
12417,03-06-2021 14:00,06-01-2021 08:00,02-06-2021 04:02,Kanpur,316,DOMESTIC VIOLENCE,39,M,Explosives,Violent Crime,19,Yes,22-06-2021 14:00
12418,02-06-2021 23:00,06-01-2021 09:00,01-06-2021 12:28,Hyderabad,122,VEHICLE - STOLEN,73,F,Explosives,Violent Crime,11,No,
12419,03-06-2021 01:00,06-01-2021 10:00,01-06-2021 15:06,Mumbai,152,SEXUAL ASSAULT,27,F,Knife,Violent Crime,11,No,
12420,03-06-2021 07:00,06-01-2021 11:00,02-06-2021 09:39,Jaipur,361,DRUG OFFENSE,64,F,Explosives,Other Crime,11,No,
12421,03-06-2021 14:00,06-01-2021 12:00,01-06-2021 14:39,Jaipur,552,FRAUD,63,M,Knife,Other Crime,8,No,
12422,03-06-2021 02:00,06-01-2021 13:00,02-06-2021 05:14,Mumbai,459,VANDALISM,15,F,Knife,Other Crime,10,No,
12423,02-06-2021 21:00,06-01-2021 14:00,01-06-2021 22:36,Vasai,541,ARSON,36,M,Knife,Fire Accident,6,Yes,15-06-2021 21:00
12424,03-06-2021 14:00,06-01-2021 15:00,01-06-2021 19:55,Pune,568,VANDALISM,64,F,Blunt Object,Other Crime,13,No,
12425,03-06-2021 21:00,06-01-2021 16:00,02-06-2021 09:50,Ahmedabad,233,VEHICLE - STOLEN,48,F,Other,Violent Crime,3,Yes,07-08-2021 21:00
12426,04-06-2021 15:00,06-01-2021 17:00,01-06-2021 19:07,Agra,547,FRAUD,38,F,Firearm,Other Crime,1,No,
12427,03-06-2021 10:00,06-01-2021 18:00,02-06-2021 14:04,Jaipur,201,ILLEGAL POSSESSION,23,F,Blunt Object,Other Crime,14,Yes,12-08-2021 10:00
12428,03-06-2021 11:00,06-01-2021 19:00,02-06-2021 10:58,Pune,371,VANDALISM,60,M,Explosives,Other Crime,6,No,
12429,02-06-2021 02:00,06-01-2021 20:00,02-06-2021 12:53,Mumbai,597,EXTORTION,53,F,Knife,Other Crime,7,Yes,22-07-2021 02:00
12430,03-06-2021 03:00,06-01-2021 21:00,02-06-2021 03:21,Jaipur,311,ILLEGAL POSSESSION,51,F,Explosives,Other Crime,4,No,
12431,03-06-2021 19:00,06-01-2021 22:00,02-06-2021 03:24,Indore,352,IDENTITY THEFT,19,F,Blunt Object,Violent Crime,14,Yes,12-08-2021 19:00
12432,03-06-2021 07:00,06-01-2021 23:00,02-06-2021 20:09,Hyderabad,360,CYBERCRIME,63,F,None,Other Crime,2,No,
12433,03-06-2021 07:00,06-02-2021 00:00,02-06-2021 20:45,Faridabad,369,ASSAULT,42,M,None,Violent Crime,6,Yes,16-08-2021 07:00
12434,03-06-2021 23:00,06-02-2021 01:00,02-06-2021 17:39,Ludhiana,580,FRAUD,61,M,Poison,Other Crime,14,No,
12435,03-06-2021 05:00,06-02-2021 02:00,02-06-2021 10:38,Pune,181,DOMESTIC VIOLENCE,77,F,Poison,Violent Crime,6,Yes,23-06-2021 05:00
12436,04-06-2021 15:00,06-02-2021 03:00,02-06-2021 03:18,Bangalore,119,ASSAULT,32,M,Other,Violent Crime,12,No,
12437,05-06-2021 01:00,06-02-2021 04:00,03-06-2021 00:39,Jaipur,427,IDENTITY THEFT,56,M,Poison,Violent Crime,18,Yes,29-07-2021 01:00
12438,03-06-2021 11:00,06-02-2021 05:00,02-06-2021 20:18,Mumbai,101,VEHICLE - STOLEN,49,F,Poison,Violent Crime,3,No,
12439,05-06-2021 05:00,06-02-2021 06:00,02-06-2021 10:37,Ludhiana,294,SEXUAL ASSAULT,68,F,Explosives,Violent Crime,1,Yes,10-08-2022 05:00
12440,04-06-2021 14:00,06-02-2021 07:00,02-06-2021 08:27,Bhopal,389,ARSON,47,F,Blunt Object,Fire Accident,12,No,
12441,03-06-2021 22:00,06-02-2021 08:00,02-06-2021 18:29,Jaipur,306,COUNTERFEITING,14,M,Explosives,Other Crime,4,Yes,12-08-2021 22:00
12442,04-06-2021 00:00,06-02-2021 09:00,02-06-2021 22:45,Kanpur,409,HOMICIDE,71,F,Poison,Other Crime,1,No,
12443,03-06-2021 09:00,06-02-2021 10:00,02-06-2021 11:35,Delhi,211,EXTORTION,12,F,Poison,Other Crime,2,No,
12444,04-06-2021 15:00,06-02-2021 11:00,02-06-2021 23:34,Chennai,521,VEHICLE - STOLEN,36,F,Other,Violent Crime,9,No,
12445,03-06-2021 20:00,06-02-2021 12:00,02-06-2021 16:07,Vasai,317,EXTORTION,57,F,Explosives,Other Crime,2,Yes,07-07-2021 20:00
12446,04-06-2021 02:00,06-02-2021 13:00,02-06-2021 18:32,Faridabad,221,HOMICIDE,11,M,Poison,Other Crime,4,No,
12447,04-06-2021 09:00,06-02-2021 14:00,02-06-2021 15:31,Delhi,182,DOMESTIC VIOLENCE,65,F,Firearm,Violent Crime,3,No,
12448,05-06-2021 11:00,06-02-2021 15:00,03-06-2021 03:51,Mumbai,570,DRUG OFFENSE,18,F,Explosives,Other Crime,3,No,
12449,04-06-2021 06:00,06-02-2021 16:00,03-06-2021 02:32,Pune,525,DRUG OFFENSE,58,F,None,Other Crime,11,No,
12450,03-06-2021 22:00,06-02-2021 17:00,02-06-2021 23:24,Pune,284,KIDNAPPING,35,F,Blunt Object,Other Crime,10,No,
12451,03-06-2021 15:00,06-02-2021 18:00,03-06-2021 07:48,Ghaziabad,365,FIREARM OFFENSE,59,F,Blunt Object,Fire Accident,2,No,
12452,04-06-2021 02:00,06-02-2021 19:00,03-06-2021 14:55,Bangalore,195,FRAUD,70,F,None,Other Crime,19,No,
12453,02-06-2021 22:00,06-02-2021 20:00,03-06-2021 02:06,Kanpur,576,ASSAULT,31,F,None,Violent Crime,5,Yes,29-07-2021 22:00
12454,03-06-2021 14:00,06-02-2021 21:00,02-06-2021 22:17,Bhopal,363,HOMICIDE,46,M,Other,Other Crime,16,Yes,05-05-2023 14:00
12455,05-06-2021 19:00,06-02-2021 22:00,03-06-2021 13:29,Surat,207,FRAUD,63,F,Firearm,Other Crime,10,No,
12456,04-06-2021 13:00,06-02-2021 23:00,03-06-2021 11:21,Lucknow,406,ASSAULT,54,F,Blunt Object,Violent Crime,4,Yes,22-06-2021 13:00
12457,03-06-2021 20:00,06-03-2021 00:00,03-06-2021 16:28,Mumbai,304,PUBLIC INTOXICATION,76,F,Poison,Other Crime,19,No,
12458,04-06-2021 20:00,06-03-2021 01:00,03-06-2021 18:12,Jaipur,465,PUBLIC INTOXICATION,45,F,Knife,Other Crime,17,No,
12459,05-06-2021 19:00,06-03-2021 02:00,03-06-2021 13:45,Delhi,323,HOMICIDE,14,M,Blunt Object,Other Crime,7,Yes,12-05-2022 19:00
12460,05-06-2021 06:00,06-03-2021 03:00,03-06-2021 10:36,Nashik,505,DRUG OFFENSE,29,F,Knife,Other Crime,10,Yes,16-07-2021 06:00
12461,05-06-2021 11:00,06-03-2021 04:00,03-06-2021 18:53,Surat,453,CYBERCRIME,36,F,Blunt Object,Other Crime,4,No,
12462,03-06-2021 17:00,06-03-2021 05:00,03-06-2021 08:33,Ahmedabad,157,FRAUD,64,F,Other,Other Crime,18,No,
12463,06-06-2021 03:00,06-03-2021 06:00,03-06-2021 10:46,Bangalore,144,EXTORTION,17,F,Blunt Object,Other Crime,17,Yes,13-08-2021 03:00
12464,06-06-2021 04:00,06-03-2021 07:00,03-06-2021 11:54,Hyderabad,535,VANDALISM,23,M,Other,Other Crime,17,No,
12465,05-06-2021 15:00,06-03-2021 08:00,03-06-2021 12:40,Lucknow,473,DRUG OFFENSE,50,F,Blunt Object,Other Crime,9,No,
12466,05-06-2021 10:00,06-03-2021 09:00,03-06-2021 12:05,Srinagar,450,DOMESTIC VIOLENCE,42,F,Other,Violent Crime,11,No,
12467,05-06-2021 07:00,06-03-2021 10:00,03-06-2021 21:43,Ahmedabad,348,CYBERCRIME,55,M,None,Other Crime,3,Yes,28-07-2021 07:00
12468,05-06-2021 09:00,06-03-2021 11:00,03-06-2021 17:24,Srinagar,310,KIDNAPPING,76,F,None,Other Crime,5,Yes,24-06-2021 09:00
12469,04-06-2021 14:00,06-03-2021 12:00,03-06-2021 21:27,Kanpur,523,ILLEGAL POSSESSION,65,F,Poison,Other Crime,18,Yes,03-07-2021 14:00
12470,05-06-2021 08:00,06-03-2021 13:00,04-06-2021 01:32,Ahmedabad,287,SEXUAL ASSAULT,56,F,Explosives,Violent Crime,18,Yes,28-01-2023 08:00
12471,05-06-2021 22:00,06-03-2021 14:00,04-06-2021 05:20,Bangalore,103,DOMESTIC VIOLENCE,31,F,Poison,Violent Crime,14,No,
12472,04-06-2021 09:00,06-03-2021 15:00,04-06-2021 12:38,Kanpur,544,HOMICIDE,68,M,Other,Other Crime,6,No,
12473,03-06-2021 23:00,06-03-2021 16:00,03-06-2021 16:18,Hyderabad,393,ARSON,50,F,Blunt Object,Fire Accident,13,No,
12474,04-06-2021 14:00,06-03-2021 17:00,04-06-2021 00:47,Delhi,220,SHOPLIFTING,31,M,Firearm,Other Crime,3,No,
12475,05-06-2021 02:00,06-03-2021 18:00,03-06-2021 20:18,Bangalore,436,TRAFFIC VIOLATION,17,M,Blunt Object,Traffic Fatality,16,No,
12476,05-06-2021 02:00,06-03-2021 19:00,04-06-2021 11:56,Kolkata,550,IDENTITY THEFT,17,F,Blunt Object,Violent Crime,9,No,
12477,06-06-2021 19:00,06-03-2021 20:00,04-06-2021 04:52,Bhopal,121,FRAUD,71,M,Blunt Object,Other Crime,16,No,
12478,06-06-2021 05:00,06-03-2021 21:00,04-06-2021 17:36,Meerut,508,FIREARM OFFENSE,40,F,Blunt Object,Fire Accident,2,No,
12479,05-06-2021 05:00,06-03-2021 22:00,04-06-2021 15:30,Kalyan,324,ASSAULT,61,M,None,Violent Crime,15,Yes,21-06-2021 05:00
12480,06-06-2021 02:00,06-03-2021 23:00,04-06-2021 11:42,Ahmedabad,483,TRAFFIC VIOLATION,20,F,Blunt Object,Traffic Fatality,4,Yes,01-07-2021 02:00
12481,04-06-2021 22:00,06-04-2021 00:00,04-06-2021 11:41,Lucknow,106,CYBERCRIME,10,F,Explosives,Other Crime,18,Yes,28-08-2021 22:00
12482,06-06-2021 10:00,06-04-2021 01:00,04-06-2021 08:29,Srinagar,473,VANDALISM,22,F,Knife,Other Crime,12,Yes,03-07-2021 10:00
12483,04-06-2021 23:00,06-04-2021 02:00,04-06-2021 11:33,Hyderabad,516,ILLEGAL POSSESSION,65,F,Poison,Other Crime,12,No,
12484,05-06-2021 03:00,06-04-2021 03:00,04-06-2021 23:11,Ahmedabad,442,HOMICIDE,12,F,Poison,Other Crime,13,Yes,16-05-2022 03:00
12485,05-06-2021 05:00,06-04-2021 04:00,05-06-2021 03:40,Nashik,458,BURGLARY,58,M,None,Other Crime,9,No,
12486,05-06-2021 02:00,06-04-2021 05:00,04-06-2021 13:32,Bangalore,235,VEHICLE - STOLEN,66,F,None,Violent Crime,11,No,
12487,04-06-2021 13:00,06-04-2021 06:00,05-06-2021 03:52,Agra,161,ILLEGAL POSSESSION,51,M,Blunt Object,Other Crime,16,Yes,24-06-2021 13:00
12488,05-06-2021 08:00,06-04-2021 07:00,05-06-2021 06:58,Patna,395,EXTORTION,34,M,Poison,Other Crime,9,Yes,21-07-2021 08:00
12489,06-06-2021 09:00,06-04-2021 08:00,04-06-2021 08:48,Delhi,107,VANDALISM,79,F,Explosives,Other Crime,19,Yes,30-06-2021 09:00
12490,05-06-2021 07:00,06-04-2021 09:00,05-06-2021 00:51,Delhi,243,BURGLARY,44,F,Firearm,Other Crime,9,No,
12491,07-06-2021 08:00,06-04-2021 10:00,04-06-2021 19:47,Nagpur,525,SEXUAL ASSAULT,27,F,Firearm,Violent Crime,14,Yes,21-10-2022 08:00
12492,05-06-2021 00:00,06-04-2021 11:00,04-06-2021 18:55,Delhi,564,ILLEGAL POSSESSION,73,F,Blunt Object,Other Crime,15,Yes,06-08-2021 00:00
12493,05-06-2021 15:00,06-04-2021 12:00,05-06-2021 11:00,Kolkata,523,ROBBERY,51,F,Knife,Violent Crime,8,Yes,04-09-2021 15:00
12494,05-06-2021 07:00,06-04-2021 13:00,04-06-2021 13:28,Indore,127,FRAUD,44,F,Firearm,Other Crime,7,Yes,12-06-2021 07:00
12495,06-06-2021 01:00,06-04-2021 14:00,04-06-2021 18:50,Mumbai,206,PUBLIC INTOXICATION,44,F,Firearm,Other Crime,15,No,
12496,04-06-2021 16:00,06-04-2021 15:00,05-06-2021 06:16,Mumbai,494,FRAUD,65,M,Poison,Other Crime,1,Yes,19-06-2021 16:00
12497,07-06-2021 10:00,06-04-2021 16:00,05-06-2021 15:48,Mumbai,517,ARSON,25,F,Firearm,Fire Accident,17,No,
12498,06-06-2021 20:00,06-04-2021 17:00,04-06-2021 18:47,Nagpur,325,ARSON,75,F,None,Fire Accident,18,Yes,15-07-2021 20:00
12499,05-06-2021 11:00,06-04-2021 18:00,05-06-2021 03:11,Indore,514,SEXUAL ASSAULT,45,M,Blunt Object,Violent Crime,8,Yes,30-03-2023 11:00
12500,06-06-2021 09:00,06-04-2021 19:00,05-06-2021 10:35,Kolkata,184,BURGLARY,50,F,None,Other Crime,1,No,
12501,07-06-2021 10:00,06-04-2021 20:00,05-06-2021 02:38,Delhi,424,ROBBERY,25,F,Blunt Object,Violent Crime,19,Yes,09-10-2021 10:00
12502,05-06-2021 18:00,06-04-2021 21:00,05-06-2021 13:58,Visakhapatnam,501,DOMESTIC VIOLENCE,13,F,Blunt Object,Violent Crime,11,Yes,06-07-2021 18:00
12503,06-06-2021 23:00,06-04-2021 22:00,05-06-2021 10:10,Indore,162,FRAUD,62,F,Other,Other Crime,15,Yes,01-09-2021 23:00
12504,06-06-2021 00:00,06-04-2021 23:00,05-06-2021 22:27,Ahmedabad,566,CYBERCRIME,65,F,Explosives,Other Crime,11,No,
12505,07-06-2021 19:00,06-05-2021 00:00,05-06-2021 07:05,Bangalore,432,ASSAULT,74,F,Poison,Violent Crime,1,Yes,09-07-2021 19:00
12506,06-06-2021 19:00,06-05-2021 01:00,05-06-2021 01:27,Agra,135,IDENTITY THEFT,43,M,Poison,Violent Crime,6,No,
12507,05-06-2021 12:00,06-05-2021 02:00,05-06-2021 06:23,Ludhiana,189,BURGLARY,52,F,None,Other Crime,12,Yes,24-08-2021 12:00
12508,06-06-2021 14:00,06-05-2021 03:00,05-06-2021 12:54,Ahmedabad,286,SEXUAL ASSAULT,65,M,Knife,Violent Crime,17,No,
12509,07-06-2021 12:00,06-05-2021 04:00,05-06-2021 13:05,Kanpur,262,VANDALISM,78,F,Other,Other Crime,11,No,
12510,06-06-2021 19:00,06-05-2021 05:00,05-06-2021 05:00,Surat,454,SEXUAL ASSAULT,44,F,Firearm,Violent Crime,12,No,
